doc_id,related_cluster,relevance_score
2219,23,0.6531809775458074
1475,3,0.6531202371713652
250,9,0.6529635563526203
1046,25,0.651811956259041
2209,9,0.6517677469574149
4080,7,0.6514963266230859
299,3,0.6512534438314972
4108,20,0.6511940640750422
1031,16,0.651182690803234
947,3,0.6511806208872052
3136,6,0.6505461321195152
1875,16,0.650544782532926
1658,16,0.6502444729514506
2273,9,0.6495005657860676
3413,12,0.6486788791653392
380,3,0.6485872762790785
268,28,0.6483612650784963
1992,1,0.6482258719434593
3525,29,0.6481563312449701
2654,12,0.6476473730159389
39,24,0.647518951351051
4041,29,0.6474791425206142
2251,12,0.6474198896395177
2502,4,0.6470740094594399
2129,16,0.6470710543313305
1286,3,0.6470352901861839
3730,3,0.6466091571666248
4073,10,0.6461471275338053
1772,1,0.6456513888217534
1377,3,0.6453135674257219
2580,9,0.6452522773796479
245,3,0.6448021737533386
1701,29,0.6447401649554565
4070,10,0.6446961654283518
2863,21,0.6445304110306355
513,12,0.6441124241773957
597,1,0.6440479613413822
696,3,0.6435191606922782
2861,29,0.643370389148998
726,3,0.6432275814028392
1435,25,0.6429578802964389
917,9,0.642909858528536
2606,16,0.6428530232962031
2724,6,0.6427221513404956
277,28,0.6426536750453716
2308,3,0.6423247291668548
1892,29,0.6422975754262387
3776,29,0.6422190515338719
4052,12,0.6420233009003001
3774,21,0.6418865513324661
3812,27,0.641816830861588
893,3,0.6417694925599985
4004,25,0.6417347980882638
1605,23,0.6409252260075773
2183,6,0.6406698376795504
2005,29,0.6404563560135937
2719,9,0.6403463283745117
2449,3,0.6403269596148937
405,9,0.6402992223081515
3727,20,0.6394901102919008
2358,28,0.6390588226579198
2876,3,0.638822551867712
3766,12,0.638673286798914
3975,27,0.6386632404335822
1809,9,0.6385366018142142
555,3,0.6383438970729759
3356,9,0.6380136459971266
4031,19,0.6377256065854733
520,3,0.6372982200317
459,23,0.6371666502507619
3205,3,0.6371567333857375
534,25,0.6370892708560572
441,3,0.6369582310096354
4104,25,0.6361125571411756
716,12,0.6360565736483152
3176,23,0.6359705597000536
2339,29,0.6358814316461814
3990,25,0.6356723496551441
3254,21,0.6353777310922232
2931,14,0.6351780244350336
1669,1,0.6340967016059254
4175,23,0.6340823621880807
3002,6,0.6338434330274574
2367,2,0.632977988816464
3291,28,0.6325712218500573
3422,15,0.6323445747103468
3406,13,0.6321447357508361
2257,1,0.6320423290771598
302,3,0.6315970609541084
3752,29,0.6315501147409377
1030,26,0.6313943850534213
3469,23,0.6306889001221151
4160,7,0.6306600225115501
1175,28,0.6306554797320195
2642,29,0.6305736615475901
2218,9,0.6304947946805739
3671,23,0.6304607800337613
812,29,0.6304104652766171
1165,1,0.6303155821947013
3976,29,0.6301091562675253
2620,23,0.6298038083032315
2431,3,0.6294551599089966
25,3,0.6292652985019968
808,3,0.6276746064099952
1126,3,0.6269709548175807
2556,13,0.6269073733234081
256,3,0.6265591406321493
98,23,0.6262611158579015
436,3,0.6262021910121139
2538,3,0.6261757381968359
1512,28,0.6257569298740707
735,3,0.6256428085363978
2175,13,0.6253116260860452
3787,21,0.625236131363877
2292,9,0.6250513782555702
2869,23,0.6249747408905121
148,3,0.6244545220444578
3303,14,0.6244467547213354
733,3,0.6244215625101223
568,28,0.6242780855769443
3503,23,0.6241914024647635
2664,21,0.6231950885697378
4153,4,0.6231833115592265
610,9,0.6231715129620162
3348,21,0.622645855892263
599,9,0.6223285716602295
1070,23,0.6215316076696045
1399,3,0.6208083908215205
3763,6,0.6207210828164077
4065,19,0.620692549539564
2798,6,0.620574416960617
3695,21,0.6202237777712526
351,3,0.6201042710267383
3004,29,0.6200436812176982
3905,9,0.6199983280025692
847,13,0.6194911553003553
2990,3,0.6192833585687202
3758,23,0.6192055443146596
3799,21,0.6188378926759905
585,23,0.6187417981980858
3181,9,0.6187263991718281
4190,12,0.6184831122417128
1431,29,0.6182869689347096
3174,21,0.6182732224009316
1190,25,0.6182598166373752
1076,23,0.6179910852884131
2582,12,0.6179318995064019
1131,29,0.6174830543535684
2059,28,0.6174772570836962
4042,23,0.616821620169844
3261,3,0.6165605956411004
3052,23,0.6163159406947056
4129,17,0.6160634814494603
2891,3,0.6158981081999775
4152,28,0.6155707090506339
3809,3,0.6155687228207626
2104,6,0.6154557873434995
251,28,0.615063144813626
3286,25,0.6148648427851137
3613,6,0.6144669500151404
361,28,0.6144077235349196
3633,21,0.6143865483503224
711,3,0.6142377350328141
1546,26,0.614165270355907
2657,23,0.6138565672518994
2111,12,0.6135398660250364
2454,28,0.613382044457875
116,3,0.6132195478709429
1450,25,0.6132110805830183
2661,3,0.6129619346542401
1865,21,0.6127594449927944
3701,25,0.6124824923382503
4123,19,0.6122921621683872
156,28,0.6122092998807791
533,23,0.6121428031331689
1974,1,0.6120531936692947
4166,19,0.611899385848283
3032,6,0.6118237387801154
1188,12,0.6118003520538515
924,29,0.6117551734672216
2688,23,0.6116819978294383
4128,22,0.6115079915940967
2612,3,0.6114645138631956
327,16,0.6110211512453768
3132,9,0.6109708778649191
1746,9,0.6109106822723276
1193,4,0.6106529475766431
2044,29,0.6106372935326858
4084,19,0.6106211510583717
1480,6,0.6103757968620444
85,3,0.610110881274946
1101,29,0.6099933529871373
1956,0,0.6093544636760598
3477,3,0.6092441437211278
3677,9,0.6091868593913449
3687,3,0.6088942718864304
396,29,0.6088585087652526
2768,3,0.6083425788739821
60,3,0.6081060276597617
1276,6,0.6080966383358802
3314,29,0.6080924022306151
827,3,0.6080830047645361
4192,18,0.6076247556575279
3569,29,0.6075432209218847
307,3,0.6073026581632953
3119,21,0.6072494741283981
171,23,0.6072425728404216
3539,20,0.6069702034381632
795,3,0.6069392122857163
2805,13,0.6068230860630579
725,3,0.6066205562024709
3855,29,0.6065032282405944
2428,9,0.6063709982953918
